Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,RowSums,country,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,163,US,1,6,1,7,1,7,1,7,1,7,1,3,2,1,14,1,2,5,50,2,1,12,neuroligy
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,MY,1,6,5,7,2,7,4,6,1,4,2,3,2,2,21,1,10,1,10,2,1,7,aerospace engineering
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,163,ID,7,7,6,7,7,1,7,2,1,1,3,3,1,2,21,1,6,1,10,1,1,2,informatic engenerring
4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,163,MY,4,4,2,7,4,4,4,4,4,4,3,3,2,2,24,1,10,2,10,2,2,3,Mechanical engineering
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,163,MY,0,0,0,6,0,0,0,0,0,0,2,2,2,2,31,1,10,3,10,2,1,12,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,163,MY,1,1,1,1,1,2,7,7,6,5,3,3,2,2,22,1,10,1,70,2,1,4,Applied science 
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,163,US,1,4,4,4,4,4,4,4,4,4,2,3,2,1,20,1,4,2,70,2,1,3,
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,US,1,7,5,7,4,7,7,7,1,3,1,3,2,1,13,1,2,2,60,2,1,4,
4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,163,MY,4,7,5,7,2,7,7,7,1,7,3,1,2,2,20,1,10,1,70,2,1,3,Secretarial Science 
4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,MY,5,6,3,7,4,3,7,4,4,1,4,3,2,2,27,1,10,1,10,2,1,3,Art
4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,MY,2,1,5,7,5,5,5,7,1,7,3,2,2,2,24,2,10,4,10,2,1,6,IT
4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,163,MY,5,6,6,7,6,7,6,7,2,6,2,2,1,2,18,1,10,1,10,2,1,5,Tourism
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,163,US,5,4,7,7,5,7,6,3,2,3,1,1,3,1,13,3,4,2,70,2,1,1,
4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,MY,7,7,5,7,5,2,7,1,1,5,3,3,2,2,24,2,10,5,70,2,1,9,civil engineering
4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,163,MY,3,5,3,7,4,4,4,7,6,7,2,3,2,2,21,1,10,2,10,2,1,2,business
4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,SG,2,6,5,7,2,7,6,6,1,4,2,3,1,1,17,3,12,3,10,2,1,2,
4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,US,2,5,2,7,5,5,6,3,1,2,2,3,2,1,17,1,2,2,60,2,1,4,
4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,163,MY,4,6,4,7,7,6,7,7,4,4,2,3,2,2,18,1,10,1,10,2,1,4,Engineering 
4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,163,MY,1,7,1,7,1,1,1,7,1,7,3,2,2,2,22,1,10,1,10,2,1,4,Physics with Electronics
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,163,MY,1,3,6,7,5,7,7,2,3,3,2,2,2,2,21,1,10,1,10,2,1,5,
4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,163,US,1,7,1,7,1,7,2,7,1,5,1,2,1,1,17,1,2,2,60,2,1,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,5,7,7,1,7,2,5,1,1,4,1,2,2,28,1,10,1,10,1,1,6,English
4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,162,US,5,6,3,7,3,3,7,7,1,2,2,3,2,1,21,1,7,2,70,2,1,3,
4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,GB,1,6,7,7,5,7,4,7,5,1,1,3,1,1,21,1,2,4,30,1,1,0,
4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,BR,1,7,4,7,2,7,4,5,1,1,1,2,2,2,14,1,12,1,70,2,1,1,History 
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,162,US,1,6,1,7,3,7,6,7,1,7,1,3,2,1,16,1,2,5,60,2,1,3,
4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,162,GB,1,5,4,7,5,7,1,7,1,4,2,3,2,1,15,2,1,2,10,2,1,2,
4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,162,BO,2,6,2,7,2,7,6,6,2,4,2,3,2,2,18,1,4,2,70,2,1,0,
4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,162,US,1,7,3,7,1,7,4,7,1,7,2,1,2,1,25,1,2,1,60,2,1,2,
4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,1,5,7,3,7,1,7,2,7,3,3,2,2,26,1,10,5,10,1,1,5,Quantity surveying
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,4,6,4,7,4,6,6,7,2,4,2,3,2,2,16,1,10,1,10,2,1,4,
4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,162,MY,3,3,3,3,3,3,3,3,3,3,2,1,2,2,37,1,4,0,10,1,3,3,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,162,AR,1,5,1,7,2,6,3,2,1,5,2,3,1,2,15,1,1,3,60,2,1,2,English
4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,162,US,1,1,1,7,1,7,1,7,1,7,3,3,2,1,29,1,12,0,60,2,1,4,English 
4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,162,MY,6,5,7,6,7,7,5,6,1,6,2,2,2,2,19,2,10,1,10,2,1,2,
4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,162,MY,2,7,7,7,6,5,6,1,2,5,3,3,2,2,25,1,10,1,10,1,1,5,Hotel management
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,162,CA,1,7,5,6,6,6,2,5,1,1,1,3,1,1,14,1,1,4,10,2,1,3,
4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,162,CA,1,5,2,7,3,7,7,7,1,2,1,1,2,1,15,1,1,2,60,2,1,3,
4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,162,SE,4,7,4,7,4,7,5,4,1,6,1,2,2,2,15,1,10,2,30,2,1,7,im about to major in psychology
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,162,MY,4,4,7,1,6,1,7,1,7,4,3,2,2,2,23,1,10,2,10,2,1,6,Anthropology and Sociology
4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,162,US,3,5,6,6,2,6,6,5,1,1,1,3,3,1,15,1,2,3,10,2,1,2,
4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,162,US,2,4,2,7,1,6,3,7,1,7,1,3,2,1,16,1,7,5,50,2,1,3,
4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,162,MY,4,5,7,7,7,6,7,5,6,5,1,2,1,2,17,1,10,1,10,2,1,3,
4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,4,3,7,1,7,7,5,1,7,3,2,2,2,23,2,10,1,70,1,1,5,medical science 
4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,US,5,1,4,7,7,7,7,4,1,1,2,2,2,1,14,1,12,2,60,2,1,3,Nope
4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,162,MY,7,7,7,7,3,7,4,7,2,7,2,3,2,2,16,1,10,5,70,2,1,4,
4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,162,MY,4,7,7,6,4,7,7,1,5,3,3,3,2,1,33,1,10,1,10,1,1,3,
4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,162,MY,6,6,7,7,6,6,5,4,1,5,3,2,2,2,20,1,10,1,10,2,1,4,management
4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,162,MY,1,3,4,7,2,5,0,3,1,3,1,0,2,2,17,1,10,1,10,2,1,6,Accountant
4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,162,US,6,3,2,7,7,5,6,6,2,2,4,3,2,2,20,2,2,2,70,2,1,1,English
4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,162,MY,4,4,5,7,4,4,5,5,4,3,3,1,2,2,20,1,10,1,10,2,1,3,
3,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,IS,2,1,4,7,7,7,6,5,4,5,1,2,3,2,15,1,2,2,60,2,1,2,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,7,0,3,7,5,5,5,5,3,7,2,3,2,1,19,2,10,2,10,2,1,3,economy
4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,162,MY,1,7,7,7,4,7,4,5,1,7,3,3,2,1,21,1,10,1,10,2,1,4,human resources 
4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,162,MY,3,7,5,7,1,4,7,6,1,7,2,2,2,1,17,1,10,4,10,2,1,6,Physics
4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,162,MY,4,4,6,7,5,5,5,4,3,4,4,1,2,1,22,1,10,3,10,2,1,3,Applied Science
4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,6,6,4,7,5,4,5,7,1,6,2,3,2,2,25,1,4,1,10,2,1,2,
3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,162,CA,1,5,6,7,5,7,4,1,1,3,2,1,2,1,17,1,2,1,60,2,1,2,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,162,MY,0,0,0,0,0,0,0,0,1,0,2,3,1,2,19,1,10,2,10,2,1,3,Graphic design
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,162,US,1,4,3,7,6,5,6,4,1,4,1,2,2,1,16,1,4,1,60,2,1,2,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,162,MY,2,6,6,7,5,5,7,7,4,7,3,2,2,2,31,1,10,1,10,1,1,5,Law
4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,US,1,6,5,7,1,7,5,6,1,6,2,3,2,1,18,1,1,2,60,2,1,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,162,NONE,5,4,3,7,3,3,6,7,3,6,2,1,2,2,20,1,10,1,10,2,1,2,computer science
4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,162,MY,6,6,5,7,4,5,6,6,2,6,3,1,2,2,18,1,10,4,10,2,1,4,Public administration
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,162,MY,2,6,5,7,3,7,6,6,2,5,4,3,2,1,28,1,10,1,10,1,1,3,Food
3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,162,MY,2,2,7,7,7,7,7,7,7,5,4,1,2,1,20,1,10,4,60,2,1,5,English
4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,162,MY,5,6,6,7,7,6,6,4,5,6,2,3,2,2,20,1,10,2,70,2,1,4,Quantity surveyoy
4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,162,MY,1,2,6,7,1,7,5,7,1,3,3,3,1,2,18,1,10,3,10,2,1,9,accounts
4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,7,7,7,7,7,7,7,1,1,3,1,2,2,20,1,10,1,10,2,1,5,
4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,162,MY,7,7,4,7,4,7,3,7,1,1,3,3,2,2,20,1,10,1,70,1,1,4,Medical science
4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,6,1,7,1,6,5,7,1,7,3,2,2,2,21,1,4,1,10,2,1,4,Biomedical engineering 
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,1,7,3,7,1,7,1,6,1,5,3,3,2,2,22,1,10,2,10,2,1,7,aerospace engineering
4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,162,US,4,1,7,7,7,2,6,5,1,1,1,1,2,1,15,1,7,1,60,2,1,3,Acting
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,162,DE,1,7,6,7,5,7,7,2,1,1,2,3,2,2,17,1,4,2,10,2,1,1,Psychology
4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,162,MY,5,5,4,6,6,4,5,7,3,6,2,2,2,2,25,1,10,1,10,2,2,6,
4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,162,MY,6,7,5,7,4,7,5,7,7,7,3,3,2,1,22,1,10,2,10,2,1,2,Social work
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,AU,1,5,7,7,4,7,5,7,1,1,1,2,1,1,13,3,12,3,60,2,1,4,
4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,162,MY,2,5,4,7,4,6,6,7,1,4,2,3,2,2,18,1,10,5,70,2,1,3,Management 
4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,162,MY,2,5,2,7,4,7,1,7,1,7,2,3,2,1,18,1,10,1,10,2,1,3,psychology
4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,162,MY,2,4,4,6,4,5,6,5,4,4,3,3,2,2,39,1,10,4,10,1,2,6,Tourism Management 
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,162,US,5,7,2,7,5,7,7,3,2,3,2,3,2,0,18,1,7,1,70,2,1,3,
4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,162,US,2,1,1,7,6,6,7,7,6,3,1,2,2,1,15,1,2,2,60,2,1,2,
4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,162,MY,4,4,6,6,6,6,6,0,2,7,2,2,2,2,20,2,10,0,10,2,1,7,Business management
4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,162,MY,1,1,7,1,2,1,6,4,1,4,3,3,2,1,22,1,10,1,10,1,1,5,Computer science 
4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,162,US,1,6,2,7,1,4,2,6,1,6,1,2,2,1,13,2,7,3,60,2,1,3,
4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,162,MY,5,5,6,7,7,5,7,6,1,3,3,1,2,2,22,2,10,0,70,2,1,2,business
4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,162,MY,6,6,3,7,6,7,6,7,4,5,3,1,2,2,20,1,10,5,10,2,1,2,culinary and arts 
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,US,1,5,2,7,4,4,2,7,1,4,1,3,2,1,14,1,4,2,10,2,1,2,
4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,2,6,3,7,6,5,6,6,1,5,2,3,2,2,17,1,10,0,10,2,1,8,
4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,162,GB,6,6,7,7,5,7,7,6,1,7,2,3,2,2,17,1,10,2,10,2,1,3,English
4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,162,MY,6,5,1,7,5,2,5,7,1,7,3,1,2,2,22,1,10,1,10,1,1,2,English Communication
4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,162,MY,3,2,1,1,3,2,2,1,1,1,3,3,2,1,19,1,10,2,10,2,1,5,Communication
3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,162,US,2,2,7,7,6,7,7,5,7,2,1,3,1,1,15,1,2,5,60,2,1,7,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,162,GB,1,5,1,7,5,5,2,6,1,4,2,2,1,1,17,1,2,2,60,2,1,2,
3,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,162,MY,1,4,1,7,7,6,4,7,1,4,2,1,2,2,18,1,10,5,10,2,1,7,
4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,162,MY,5,4,7,5,7,4,5,3,2,4,3,3,2,2,23,1,10,1,70,2,1,3,computer science
4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,162,MY,1,6,1,7,2,7,5,7,1,6,2,3,2,2,18,1,10,1,10,2,1,2,psychiology
4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,162,MY,1,6,6,7,5,6,7,3,5,5,3,2,2,2,21,1,10,2,10,2,1,5,law
4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,162,US,1,4,2,6,7,7,5,7,3,7,1,3,2,1,16,1,10,4,10,2,1,4,
4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,162,NONE,3,6,5,7,5,5,5,5,1,3,1,3,2,2,14,1,5,2,70,2,1,2,Design 
